run,family,cycle,side,layer,new,total
r,P11,8,both,0,4,4
r,P11,8,both,1,1,5
r,P11,8,left,0,2,7
r,P11,8,left,1,3,10
r,P11,8,right,0,1,11
r,P11,8,right,1,1,12
r,P11,9,both,0,2,2
r,P11,9,both,1,0,2
r,P11,9,left,0,1,3
r,P11,9,left,1,1,4
r,P11,9,right,0,1,5
r,P11,9,right,1,0,5
r,P11,10,both,0,0,0
r,P11,10,both,1,0,0
r,P11,10,left,0,0,0
r,P11,10,left,1,0,0
r,P11,10,right,0,0,0
r,P11,10,right,1,0,0
r,P11,0,both,0,2,2
r,P11,0,both,1,4,6
r,P11,0,left,0,4,10
r,P11,0,left,1,4,14
r,P11,0,right,0,4,18
r,P11,0,right,1,4,22
r,P11,1,both,0,4,4
r,P11,1,both,1,4,8
r,P11,1,left,0,4,12
r,P11,1,left,1,4,16
r,P11,1,right,0,4,20
r,P11,1,right,1,4,24
r,P11,2,both,0,3,3
r,P11,2,both,1,4,7
r,P11,2,left,0,2,9
r,P11,2,left,1,4,13
r,P11,2,right,0,4,17
r,P11,2,right,1,4,21
r,P11,3,both,0,4,4
r,P11,3,both,1,4,8
r,P11,3,left,0,4,12
r,P11,3,left,1,4,16
r,P11,3,right,0,4,20
r,P11,3,right,1,4,24
r,P11,4,both,0,4,4
r,P11,4,both,1,4,8
r,P11,4,left,0,2,10
r,P11,4,left,1,4,14
r,P11,4,right,0,4,18
r,P11,4,right,1,4,22
r,P11,5,both,0,4,4
r,P11,5,both,1,4,8
r,P11,5,left,0,2,10
r,P11,5,left,1,4,14
r,P11,5,right,0,2,16
r,P11,5,right,1,4,20
r,P11,6,both,0,4,4
r,P11,6,both,1,4,8
r,P11,6,left,0,2,10
r,P11,6,left,1,4,14
r,P11,6,right,0,3,17
r,P11,6,right,1,4,21
r,P11,7,both,0,4,4
r,P11,7,both,1,4,8
r,P11,7,left,0,4,12
r,P11,7,left,1,4,16
r,P11,7,right,0,4,20
r,P11,7,right,1,4,24
r,P11,8,both,0,4,4
r,P11,8,both,1,4,8
r,P11,8,left,0,3,11
r,P11,8,left,1,3,14
r,P11,8,right,0,0,14
r,P11,8,right,1,0,14
r,P11,9,both,0,2,2
r,P11,9,both,1,3,5
r,P11,9,left,0,3,8
r,P11,9,left,1,1,9
r,P11,9,right,0,0,9
r,P11,9,right,1,0,9
r,P11,10,both,0,3,3
r,P11,10,both,1,1,4
r,P11,10,left,0,0,4
r,P11,10,left,1,1,5
r,P11,10,right,0,0,5
r,P11,10,right,1,0,5
r,P11,11,both,0,1,1
r,P11,11,both,1,0,1
r,P11,11,left,0,0,1
r,P11,11,left,1,0,1
r,P11,11,right,0,0,1
r,P11,11,right,1,0,1
r,P11,12,both,0,0,0
r,P11,12,both,1,0,0
r,P11,12,left,0,0,0
r,P11,12,left,1,0,0
r,P11,12,right,0,0,0
r,P11,12,right,1,0,0
r,P11,0,both,0,4,4
r,P11,0,both,1,4,8
r,P11,0,left,0,4,12
r,P11,0,left,1,4,16
r,P11,0,right,0,4,20
r,P11,0,right,1,4,24
r,P11,1,both,0,4,4
r,P11,1,both,1,4,8
r,P11,1,left,0,4,12
r,P11,1,left,1,4,16
r,P11,1,right,0,4,20
r,P11,1,right,1,4,24
r,P11,2,both,0,4,4
r,P11,2,both,1,4,8
r,P11,2,left,0,4,12
r,P11,2,left,1,4,16
r,P11,2,right,0,4,20
r,P11,2,right,1,4,24
r,P11,3,both,0,4,4
r,P11,3,both,1,4,8
r,P11,3,left,0,4,12
r,P11,3,left,1,4,16
r,P11,3,right,0,4,20
r,P11,3,right,1,4,24
r,P11,4,both,0,4,4
r,P11,4,both,1,4,8
r,P11,4,left,0,4,12
r,P11,4,left,1,4,16
r,P11,4,right,0,4,20
r,P11,4,right,1,4,24
r,P11,5,both,0,4,4
r,P11,5,both,1,4,8
r,P11,5,left,0,4,12
r,P11,5,left,1,4,16
r,P11,5,right,0,4,20
r,P11,5,right,1,4,24
r,P11,6,both,0,4,4
r,P11,6,both,1,4,8
r,P11,6,left,0,2,10
r,P11,6,left,1,4,14
r,P11,6,right,0,4,18
r,P11,6,right,1,4,22
r,P11,7,both,0,4,4
r,P11,7,both,1,4,8
r,P11,7,left,0,4,12
r,P11,7,left,1,4,16
r,P11,7,right,0,4,20
r,P11,7,right,1,4,24
r,P11,8,both,0,3,3
r,P11,8,both,1,4,7
r,P11,8,left,0,2,9
r,P11,8,left,1,3,12
r,P11,8,right,0,2,14
r,P11,8,right,1,4,18
r,P11,9,both,0,4,4
r,P11,9,both,1,4,8
r,P11,9,left,0,3,11
r,P11,9,left,1,4,15
r,P11,9,right,0,1,16
r,P11,9,right,1,1,17
r,P11,10,both,0,3,3
r,P11,10,both,1,3,6
r,P11,10,left,0,4,10
r,P11,10,left,1,2,12
r,P11,10,right,0,2,14
r,P11,10,right,1,0,14
r,P11,11,both,0,1,1
r,P11,11,both,1,0,1
r,P11,11,left,0,1,2
r,P11,11,left,1,0,2
r,P11,11,right,0,0,2
r,P11,11,right,1,0,2
r,P11,12,both,0,0,0
r,P11,12,both,1,0,0
r,P11,12,left,0,0,0
r,P11,12,left,1,0,0
r,P11,12,right,0,0,0
r,P11,12,right,1,0,0
r,P11,0,both,0,4,4
r,P11,0,both,1,4,8
r,P11,0,left,0,4,12
r,P11,0,left,1,4,16
r,P11,0,both,0,6,6
r,P11,0,both,1,19,25
r,P11,0,left,0,15,40
r,P11,0,left,1,21,61
r,P11,0,right,0,16,77
r,P11,0,right,1,7,84
r,P11,1,both,0,10,10
r,P11,1,both,1,9,19
r,P11,1,left,0,8,27
r,P11,1,left,1,8,35
r,P11,1,right,0,3,38
r,P11,1,right,1,1,39
r,P11,2,both,0,8,8
r,P11,2,both,1,7,15
r,P11,2,left,0,3,18
r,P11,2,left,1,3,21
r,P11,2,right,0,2,23
r,P11,2,right,1,2,25
r,P11,3,both,0,3,3
r,P11,3,both,1,3,6
r,P11,3,left,0,0,6
r,P11,3,left,1,2,8
r,P11,3,right,0,2,10
r,P11,3,right,1,0,10
r,P11,4,both,0,1,1
r,P11,4,both,1,1,2
r,P11,4,left,0,1,3
r,P11,4,left,1,1,4
r,P11,4,right,0,0,4
r,P11,4,right,1,0,4
r,P11,5,both,0,0,0
r,P11,5,both,1,0,0
r,P11,5,left,0,0,0
r,P11,5,left,1,0,0
r,P11,5,right,0,0,0
r,P11,5,right,1,0,0
r,P11,0,both,0,7,7
r,P11,0,both,1,16,23
r,P11,0,left,0,13,36
r,P11,0,left,1,14,50
r,P11,0,right,0,12,62
r,P11,0,right,1,8,70
r,P11,1,both,0,20,20
r,P11,1,both,1,16,36
r,P11,1,left,0,8,44
r,P11,1,left,1,10,54
r,P11,1,right,0,6,60
r,P11,1,right,1,1,61
r,P11,2,both,0,13,13
r,P11,2,both,1,11,24
r,P11,2,left,0,5,29
r,P11,2,left,1,6,35
r,P11,2,right,0,2,37
r,P11,2,right,1,0,37
r,P11,3,both,0,7,7
r,P11,3,both,1,2,9
r,P11,3,left,0,1,10
r,P11,3,left,1,2,12
r,P11,3,right,0,0,12
r,P11,3,right,1,0,12
r,P11,4,both,0,3,3
r,P11,4,both,1,1,4
r,P11,4,left,0,0,4
r,P11,4,left,1,1,5
r,P11,4,right,0,0,5
r,P11,4,right,1,0,5
r,P11,5,both,0,1,1
r,P11,5,both,1,2,3
r,P11,5,left,0,0,3
r,P11,5,left,1,0,3
r,P11,5,right,0,0,3
r,P11,5,right,1,0,3
r,P11,6,both,0,0,0
r,P11,6,both,1,0,0
r,P11,6,left,0,0,0
r,P11,6,left,1,0,0
r,P11,6,right,0,0,0
r,P11,6,right,1,0,0
r,P11,0,both,0,12,12
r,P11,0,both,1,10,22
r,P11,0,left,0,13,35
r,P11,0,left,1,16,51
r,P11,0,right,0,7,58
r,P11,0,right,1,8,66
r,P11,1,both,0,13,13
r,P11,1,both,1,11,24
r,P11,1,left,0,8,32
r,P11,1,left,1,8,40
r,P11,1,right,0,5,45
r,P11,1,right,1,4,49
r,P11,2,both,0,10,10
r,P11,2,both,1,8,18
r,P11,2,left,0,4,22
r,P11,2,left,1,5,27
r,P11,2,right,0,3,30
r,P11,2,right,1,1,31
r,P11,3,both,0,6,6
r,P11,3,both,1,4,10
r,P11,3,left,0,1,11
r,P11,3,left,1,2,13
r,P11,3,right,0,1,14
r,P11,3,right,1,0,14
r,P11,4,both,0,2,2
r,P11,4,both,1,2,4
r,P11,4,left,0,1,5
r,P11,4,left,1,1,6
r,P11,4,right,0,0,6
r,P11,4,right,1,0,6
r,P11,5,both,0,1,1
r,P11,5,both,1,0,1
r,P11,5,left,0,0,1
r,P11,5,left,1,0,1
r,P11,5,right,0,0,1
r,P11,5,right,1,0,1
r,P11,6,both,0,0,0
r,P11,6,both,1,0,0
r,P11,6,left,0,0,0
r,P11,6,left,1,0,0
r,P11,6,right,0,0,0
r,P11,6,right,1,0,0
r,P11,0,both,0,13,13
r,P11,0,both,1,17,30
r,P11,0,left,0,17,47
r,P11,0,left,1,17,64
r,P11,0,right,0,4,68
r,P11,0,right,1,7,75
r,P11,1,both,0,18,18
r,P11,1,both,1,10,28
r,P11,1,left,0,8,36
r,P11,1,left,1,10,46
r,P11,1,right,0,6,52
r,P11,1,right,1,4,56
r,P11,2,both,0,4,4
r,P11,2,both,1,9,13
r,P11,2,left,0,5,18
r,P11,2,left,1,2,20
r,P11,2,right,0,1,21
r,P11,2,right,1,1,22
r,P11,3,both,0,5,5
r,P11,3,both,1,6,11
r,P11,3,left,0,2,13
r,P11,3,left,1,1,14
r,P11,3,right,0,1,15
r,P11,3,right,1,0,15
r,P11,4,both,0,2,2
r,P11,4,both,1,1,3
r,P11,4,left,0,0,3
r,P11,4,left,1,2,5
r,P11,4,right,0,0,5
r,P11,4,right,1,0,5
r,P11,5,both,0,1,1
r,P11,5,both,1,0,1
r,P11,5,left,0,0,1
r,P11,5,left,1,0,1
r,P11,5,right,0,0,1
r,P11,5,right,1,0,1
r,P11,6,both,0,0,0
r,P11,6,both,1,0,0
r,P11,6,left,0,0,0
r,P11,6,left,1,0,0
r,P11,6,right,0,0,0
r,P11,6,right,1,0,0
r,P11,0,both,0,4,4
r,P11,0,both,1,19,23
r,P11,0,left,0,26,49
r,P11,0,left,1,21,70
r,P11,0,right,0,7,77
r,P11,0,right,1,12,89
r,P11,1,both,0,15,15
r,P11,1,both,1,14,29
r,P11,1,left,0,11,40
r,P11,1,left,1,10,50
r,P11,1,right,0,6,56
r,P11,1,right,1,5,61
r,P11,2,both,0,13,13
r,P11,2,both,1,12,25
r,P11,2,left,0,2,27
r,P11,2,left,1,5,32
r,P11,2,right,0,2,34
r,P11,2,right,1,1,35
r,P11,3,both,0,10,10
r,P11,3,both,1,6,16
r,P11,3,left,0,1,17
r,P11,3,left,1,4,21
r,P11,3,right,0,2,23
r,P11,3,right,1,1,24
r,P11,4,both,0,6,6
r,P11,4,both,1,3,9
r,P11,4,left,0,0,9
r,P11,4,left,1,1,10
r,P11,4,right,0,1,11
r,P11,4,right,1,0,11
r,P11,5,both,0,2,2
r,P11,5,both,1,1,3
r,P11,5,left,0,1,4
r,P11,5,left,1,1,5
r,P11,5,right,0,0,5
r,P11,5,right,1,0,5
r,P11,6,both,0,0,0
r,P11,6,both,1,1,1
r,P11,6,left,0,0,1
r,P11,6,left,1,0,1
r,P11,6,right,0,0,1
r,P11,6,right,1,0,1
r,P11,7,both,0,1,1
r,P11,7,both,1,1,2
r,P11,7,left,0,0,2
r,P11,7,left,1,0,2
r,P11,7,right,0,0,2
r,P11,7,right,1,0,2
r,P11,8,both,0,1,1
r,P11,8,both,1,1,2
r,P11,8,left,0,0,2
r,P11,8,left,1,0,2
r,P11,8,right,0,0,2
r,P11,8,right,1,0,2
r,P11,9,both,0,1,1
r,P11,9,both,1,1,2
r,P11,9,left,0,0,2
r,P11,9,left,1,0,2
r,P11,9,right,0,0,2
r,P11,9,right,1,0,2
r,P11,10,both,0,1,1
r,P11,10,both,1,0,1
r,P11,10,left,0,0,1
r,P11,10,left,1,0,1
r,P11,10,right,0,0,1
r,P11,10,right,1,0,1
r,P11,11,both,0,0,0
r,P11,11,both,1,0,0
r,P11,11,left,0,0,0
r,P11,11,left,1,0,0
r,P11,11,right,0,0,0
r,P11,11,right,1,0,0
r,P11,0,both,0,10,10
r,P11,0,both,1,21,31
r,P11,0,left,0,19,50
r,P11,0,left,1,18,68
r,P11,0,right,0,12,80
r,P11,0,right,1,9,89
r,P11,1,both,0,13,13
r,P11,1,both,1,10,23
r,P11,1,left,0,11,34
r,P11,1,left,1,10,44
r,P11,1,right,0,4,48
r,P11,1,right,1,4,52
r,P11,2,both,0,10,10
r,P11,2,both,1,8,18
r,P11,2,left,0,5,23
r,P11,2,left,1,5,28
r,P11,2,right,0,3,31
r,P11,2,right,1,1,32
r,P11,3,both,0,7,7
r,P11,3,both,1,7,14
r,P11,3,left,0,1,15
r,P11,3,left,1,1,16
r,P11,3,right,0,2,18
r,P11,3,right,1,0,18
r,P11,4,both,0,4,4
r,P11,4,both,1,5,9
r,P11,4,left,0,2,11
r,P11,4,left,1,2,13
r,P11,4,right,0,0,13
r,P11,4,right,1,0,13
r,P11,5,both,0,3,3
r,P11,5,both,1,4,7
r,P11,5,left,0,1,8
r,P11,5,left,1,0,8
r,P11,5,right,0,0,8
r,P11,5,right,1,0,8
r,P11,6,both,0,4,4
r,P11,6,both,1,1,5
r,P11,6,left,0,0,5
r,P11,6,left,1,2,7
r,P11,6,right,0,0,7
r,P11,6,right,1,0,7
r,P11,7,both,0,2,2
r,P11,7,both,1,0,2
r,P11,7,left,0,1,3
r,P11,7,left,1,0,3
r,P11,7,right,0,0,3
r,P11,7,right,1,0,3
r,P11,8,both,0,0,0
r,P11,8,both,1,1,1
r,P11,8,left,0,0,1
r,P11,8,left,1,0,1
r,P11,8,right,0,0,1
r,P11,8,right,1,0,1
r,P11,9,both,0,0,0
r,P11,9,both,1,0,0
r,P11,9,left,0,0,0
r,P11,9,left,1,0,0
r,P11,9,right,0,0,0
r,P11,9,right,1,0,0
r,P11,0,both,0,13,13
r,P11,0,both,1,18,31
r,P11,0,left,0,12,43
r,P11,0,left,1,18,61
r,P11,0,right,0,17,78
r,P11,0,right,1,10,88
r,P11,1,both,0,19,19
r,P11,1,both,1,12,31
r,P11,1,left,0,5,36
r,P11,1,left,1,10,46
r,P11,1,right,0,7,53
r,P11,1,right,1,2,55
r,P11,2,both,0,12,12
r,P11,2,both,1,8,20
r,P11,2,left,0,3,23
r,P11,2,left,1,4,27
r,P11,2,right,0,3,30
r,P11,2,right,1,0,30
r,P11,3,both,0,6,6
r,P11,3,both,1,2,8
r,P11,3,left,0,0,8
r,P11,3,left,1,2,10
r,P11,3,right,0,1,11
r,P11,3,right,1,0,11
r,P11,4,both,0,2,2
r,P11,4,both,1,2,4
r,P11,4,left,0,0,4
r,P11,4,left,1,0,4
r,P11,4,right,0,0,4
r,P11,4,right,1,0,4
r,P11,5,both,0,2,2
r,P11,5,both,1,2,4
r,P11,5,left,0,0,4
r,P11,5,left,1,0,4
r,P11,5,right,0,0,4
r,P11,5,right,1,0,4
r,P11,6,both,0,0,0
r,P11,6,both,1,0,0
r,P11,6,left,0,0,0
r,P11,6,left,1,0,0
r,P11,6,right,0,0,0
r,P11,6,right,1,0,0
r,P11,0,both,0,18,18
r,P11,0,both,1,17,35
r,P11,0,left,0,16,51
r,P11,0,left,1,25,76
r,P11,0,right,0,13,89
r,P11,0,right,1,11,100
r,P11,1,both,0,20,20
r,P11,1,both,1,17,37
r,P11,1,left,0,12,49
r,P11,1,left,1,10,59
r,P11,1,right,0,6,65
r,P11,1,right,1,4,69
r,P11,2,both,0,16,16
r,P11,2,both,1,14,30
r,P11,2,left,0,4,34
r,P11,2,left,1,4,38
r,P11,2,right,0,1,39
r,P11,2,right,1,0,39
r,P11,3,both,0,5,5
r,P11,3,both,1,3,8
r,P11,3,left,0,1,9
r,P11,3,left,1,1,10
r,P11,3,right,0,0,10
r,P11,3,right,1,0,10
r,P11,4,both,0,1,1
r,P11,4,both,1,0,1
r,P11,4,left,0,0,1
r,P11,4,left,1,0,1
r,P11,4,right,0,0,1
r,P11,4,right,1,0,1
r,P11,5,both,0,0,0
r,P11,5,both,1,0,0
r,P11,5,left,0,0,0
r,P11,5,left,1,0,0
r,P11,5,right,0,0,0
r,P11,5,right,1,0,0
r,P11,0,both,0,11,11
r,P11,0,both,1,19,30
r,P11,0,left,0,22,52
r,P11,0,left,1,22,74
r,P11,0,right,0,12,86
r,P11,0,right,1,17,103
r,P11,1,both,0,23,23
r,P11,1,both,1,16,39
r,P11,1,left,0,12,51
r,P11,1,left,1,13,64
r,P11,1,right,0,5,69
r,P11,1,right,1,3,72
r,P11,2,both,0,12,12
r,P11,2,both,1,10,22
r,P11,2,left,0,3,25
r,P11,2,left,1,3,28
r,P11,2,right,0,3,31
r,P11,2,right,1,4,35
r,P11,3,both,0,3,3
r,P11,3,both,1,2,5
r,P11,3,left,0,1,6
r,P11,3,left,1,2,8
r,P11,3,right,0,2,10
r,P11,3,right,1,0,10
r,P11,4,both,0,0,0
r,P11,4,both,1,1,1
r,P11,4,left,0,0,1
r,P11,4,left,1,0,1
r,P11,4,right,0,0,1
r,P11,4,right,1,0,1
r,P11,5,both,0,0,0
r,P11,5,both,1,0,0
r,P11,5,left,0,0,0
r,P11,5,left,1,0,0
r,P11,5,right,0,0,0
r,P11,5,right,1,0,0
r,P11,0,both,0,14,14
r,P11,0,both,1,18,32
r,P11,0,left,0,17,49
r,P11,0,left,1,19,68
r,P11,0,right,0,11,79
r,P11,0,right,1,8,87
r,P11,1,both,0,17,17
r,P11,1,both,1,25,42
r,P11,1,left,0,13,55
r,P11,1,left,1,6,61
r,P11,1,right,0,7,68
r,P11,1,right,1,3,71
r,P11,2,both,0,13,13
r,P11,2,both,1,16,29
r,P11,2,left,0,6,35
r,P11,2,left,1,4,39
r,P11,2,right,0,4,43
r,P11,2,right,1,3,46
r,P11,3,both,0,8,8
r,P11,3,both,1,9,17
r,P11,3,left,0,2,19
r,P11,3,left,1,3,22
r,P11,3,right,0,1,23
r,P11,3,right,1,0,23
r,P11,4,both,0,5,5
r,P11,4,both,1,1,6
r,P11,4,left,0,0,6
r,P11,4,left,1,1,7
r,P11,4,right,0,0,7
r,P11,4,right,1,0,7
r,P11,5,both,0,1,1
r,P11,5,both,1,1,2
r,P11,5,left,0,0,2
r,P11,5,left,1,0,2
r,P11,5,right,0,0,2
r,P11,5,right,1,0,2
r,P11,6,both,0,0,0
r,P11,6,both,1,0,0
r,P11,6,left,0,0,0
r,P11,6,left,1,0,0
r,P11,6,right,0,0,0
r,P11,6,right,1,0,0
r,P11,0,both,0,11,11
r,P11,0,both,1,18,29
r,P11,0,left,0,22,51
r,P11,0,left,1,23,74
r,P11,0,right,0,10,84
r,P11,0,right,1,16,100
r,P11,1,both,0,20,20
r,P11,1,both,1,11,31
r,P11,1,left,0,9,40
r,P11,1,left,1,12,52
r,P11,1,right,0,8,60
r,P11,1,right,1,5,65
r,P11,2,both,0,10,10
r,P11,2,both,1,9,19
r,P11,2,left,0,4,23
r,P11,2,left,1,4,27
r,P11,2,right,0,3,30
r,P11,2,right,1,1,31
r,P11,3,both,0,9,9
r,P11,3,both,1,8,17
r,P11,3,left,0,0,17
r,P11,3,left,1,0,17
r,P11,3,right,0,1,18
r,P11,3,right,1,1,19
r,P11,4,both,0,4,4
r,P11,4,both,1,2,6
r,P11,4,left,0,0,6
r,P11,4,left,1,1,7
r,P11,4,right,0,0,7
r,P11,4,right,1,0,7
r,P11,5,both,0,0,0
r,P11,5,both,1,0,0
r,P11,5,left,0,0,0
r,P11,5,left,1,0,0
r,P11,5,right,0,0,0
r,P11,5,right,1,0,0
r,P11,0,both,0,14,14
r,P11,0,both,1,18,32
r,P11,0,left,0,15,47
r,P11,0,left,1,20,67
r,P11,0,right,0,15,82
r,P11,0,right,1,16,98
r,P11,1,both,0,27,27
r,P11,1,both,1,15,42
r,P11,1,left,0,11,53
r,P11,1,left,1,13,66
r,P11,1,right,0,10,76
r,P11,1,right,1,10,86
r,P11,2,both,0,12,12
r,P11,2,both,1,12,24
r,P11,2,left,0,5,29
r,P11,2,left,1,5,34
r,P11,2,right,0,5,39
r,P11,2,right,1,3,42
r,P11,3,both,0,6,6
r,P11,3,both,1,4,10
r,P11,3,left,0,2,12
r,P11,3,left,1,1,13
r,P11,3,right,0,1,14
r,P11,3,right,1,0,14
r,P11,4,both,0,5,5
r,P11,4,both,1,3,8
r,P11,4,left,0,0,8
r,P11,4,left,1,1,9
r,P11,4,right,0,0,9
r,P11,4,right,1,0,9
r,P11,5,both,0,1,1
r,P11,5,both,1,1,2
r,P11,5,left,0,0,2
r,P11,5,left,1,0,2
r,P11,5,right,0,0,2
r,P11,5,right,1,0,2
r,P11,6,both,0,0,0
r,P11,6,both,1,0,0
r,P11,6,left,0,0,0
r,P11,6,left,1,0,0
r,P11,6,right,0,0,0
r,P11,6,right,1,0,0
r,P11,0,both,0,10,10
r,P11,0,both,1,12,22
r,P11,0,left,0,24,46
r,P11,0,left,1,24,70
r,P11,0,right,0,11,81
r,P11,0,right,1,13,94
r,P11,1,both,0,22,22
r,P11,1,both,1,18,40
r,P11,1,left,0,13,53
r,P11,1,left,1,11,64
r,P11,1,right,0,5,69
r,P11,1,right,1,4,73
r,P11,2,both,0,12,12
r,P11,2,both,1,8,20
r,P11,2,left,0,4,24
r,P11,2,left,1,5,29
r,P11,2,right,0,3,32
r,P11,2,right,1,1,33
r,P11,3,both,0,6,6
r,P11,3,both,1,2,8
r,P11,3,left,0,0,8
r,P11,3,left,1,2,10
r,P11,3,right,0,1,11
r,P11,3,right,1,1,12
r,P11,4,both,0,2,2
r,P11,4,both,1,2,4
r,P11,4,left,0,1,5
r,P11,4,left,1,0,5
r,P11,4,right,0,0,5
r,P11,4,right,1,0,5
r,P11,5,both,0,0,0
r,P11,5,both,1,0,0
r,P11,5,left,0,0,0
r,P11,5,left,1,0,0
r,P11,5,right,0,0,0
r,P11,5,right,1,0,0
r,P11,0,both,0,19,19
r,P11,0,both,1,25,44
r,P11,0,left,0,20,64
r,P11,0,left,1,25,89
r,P11,0,right,0,20,109
r,P11,0,right,1,8,117
r,P11,1,both,0,17,17
r,P11,1,both,1,13,30
r,P11,1,left,0,9,39
r,P11,1,left,1,9,48
r,P11,1,right,0,5,53
r,P11,1,right,1,3,56
r,P11,2,both,0,10,10
r,P11,2,both,1,9,19
r,P11,2,left,0,3,22
r,P11,2,left,1,4,26
r,P11,2,right,0,5,31
r,P11,2,right,1,2,33
r,P11,3,both,0,3,3
r,P11,3,both,1,3,6
r,P11,3,left,0,3,9
r,P11,3,left,1,1,10
r,P11,3,right,0,0,10
r,P11,3,right,1,0,10
r,P11,4,both,0,2,2
r,P11,4,both,1,2,4
r,P11,4,left,0,0,4
r,P11,4,left,1,0,4
r,P11,4,right,0,0,4
r,P11,4,right,1,0,4
r,P11,5,both,0,2,2
r,P11,5,both,1,1,3
r,P11,5,left,0,0,3
r,P11,5,left,1,0,3
r,P11,5,right,0,1,4
r,P11,5,right,1,0,4
r,P11,6,both,0,0,0
r,P11,6,both,1,1,1
r,P11,6,left,0,0,1
r,P11,6,left,1,0,1
r,P11,6,right,0,0,1
r,P11,6,right,1,0,1
r,P11,7,both,0,0,0
r,P11,7,both,1,0,0
r,P11,7,left,0,0,0
r,P11,7,left,1,0,0
r,P11,7,right,0,0,0
r,P11,7,right,1,0,0
r,P11,0,both,0,7,7
r,P11,0,both,1,22,29
r,P11,0,left,0,17,46
r,P11,0,left,1,26,72
r,P11,0,right,0,16,88
r,P11,0,right,1,12,100
r,P11,1,both,0,17,17
r,P11,1,both,1,9,26
r,P11,1,left,0,9,35
r,P11,1,left,1,10,45
r,P11,1,right,0,7,52
r,P11,1,right,1,4,56
r,P11,2,both,0,11,11
r,P11,2,both,1,5,16
r,P11,2,left,0,2,18
r,P11,2,left,1,1,19
r,P11,2,right,0,1,20
r,P11,2,right,1,1,21
r,P11,3,both,0,4,4
r,P11,3,both,1,1,5
r,P11,3,left,0,0,5
r,P11,3,left,1,1,6
r,P11,3,right,0,0,6
r,P11,3,right,1,0,6
r,P11,4,both,0,0,0
r,P11,4,both,1,0,0
r,P11,4,left,0,0,0
r,P11,4,left,1,0,0
r,P11,4,right,0,0,0
r,P11,4,right,1,0,0
r,P11,0,both,0,10,10
r,P11,0,both,1,20,30
r,P11,0,left,0,17,47
r,P11,0,left,1,23,70
r,P11,0,right,0,12,82
r,P11,0,right,1,8,90
r,P11,1,both,0,17,17
r,P11,1,both,1,9,26
r,P11,1,left,0,9,35
r,P11,1,left,1,10,45
r,P11,1,right,0,1,46
r,P11,1,right,1,1,47
r,P11,2,both,0,15,15
r,P11,2,both,1,10,25
r,P11,2,left,0,6,31
r,P11,2,left,1,5,36
r,P11,2,right,0,3,39
r,P11,2,right,1,3,42
r,P11,3,both,0,11,11
r,P11,3,both,1,2,13
r,P11,3,left,0,2,15
r,P11,3,left,1,8,23
r,P11,3,right,0,3,26
r,P11,3,right,1,0,26
r,P11,4,both,0,4,4
r,P11,4,both,1,2,6
r,P11,4,left,0,1,7
r,P11,4,left,1,0,7
r,P11,4,right,0,0,7
r,P11,4,right,1,1,8
r,P11,5,both,0,0,0
r,P11,5,both,1,1,1
r,P11,5,left,0,0,1
r,P11,5,left,1,0,1
r,P11,5,right,0,0,1
r,P11,5,right,1,0,1
r,P11,6,both,0,0,0
r,P11,6,both,1,0,0
r,P11,6,left,0,0,0
r,P11,6,left,1,0,0
r,P11,6,right,0,0,0
r,P11,6,right,1,0,0
r,P11,0,both,0,11,11
r,P11,0,both,1,20,31
r,P11,0,left,0,23,54
r,P11,0,left,1,22,76
r,P11,0,right,0,11,87
r,P11,0,right,1,7,94
r,P11,1,both,0,22,22
r,P11,1,both,1,16,38
r,P11,1,left,0,11,49
r,P11,1,left,1,11,60
r,P11,1,right,0,4,64
r,P11,1,right,1,5,69
r,P11,2,both,0,13,13
r,P11,2,both,1,7,20
r,P11,2,left,0,4,24
r,P11,2,left,1,6,30
r,P11,2,right,0,2,32
r,P11,2,right,1,1,33
r,P11,3,both,0,4,4
r,P11,3,both,1,2,6
r,P11,3,left,0,2,8
r,P11,3,left,1,4,12
r,P11,3,right,0,0,12
r,P11,3,right,1,0,12
r,P11,4,both,0,2,2
r,P11,4,both,1,1,3
r,P11,4,left,0,1,4
r,P11,4,left,1,0,4
r,P11,4,right,0,0,4
r,P11,4,right,1,0,4
r,P11,5,both,0,1,1
r,P11,5,both,1,0,1
r,P11,5,left,0,0,1
r,P11,5,left,1,0,1
r,P11,5,right,0,0,1
r,P11,5,right,1,0,1
r,P11,6,both,0,0,0
r,P11,6,both,1,0,0
r,P11,6,left,0,0,0
r,P11,6,left,1,0,0
r,P11,6,right,0,0,0
r,P11,6,right,1,0,0
r,P11,0,both,0,16,16
r,P11,0,both,1,19,35
r,P11,0,left,0,23,58
r,P11,0,left,1,22,80
r,P11,0,right,0,11,91
r,P11,0,right,1,14,105
r,P11,1,both,0,15,15
r,P11,1,both,1,7,22
r,P11,1,left,0,7,29
r,P11,1,left,1,9,38
r,P11,1,right,0,4,42
r,P11,1,right,1,4,46
r,P11,2,both,0,4,4
r,P11,2,both,1,4,8
r,P11,2,left,0,2,10
r,P11,2,left,1,2,12
r,P11,2,right,0,2,14
r,P11,2,right,1,0,14
r,P11,3,both,0,2,2
r,P11,3,both,1,0,2
r,P11,3,left,0,0,2
r,P11,3,left,1,0,2
r,P11,3,right,0,0,2
r,P11,3,right,1,0,2
r,P11,4,both,0,0,0
r,P11,4,both,1,0,0
r,P11,4,left,0,0,0
r,P11,4,left,1,0,0
